c1,c2,c3,live
0.564698277,0.410347134,0.013123729,1
0.186075046,0.790498008,0.010984489,1
0.533948791,0.440097513,0.013918561,1
0.462505739,0.509641504,0.015426521,1
0.404898315,0.566783475,0.015756691,0
0.370548959,0.600662215,0.016073303,1
0.297451503,0.674558402,0.015186823,1
0.658933399,0.319889867,0.010177969,1
0.632727186,0.345030927,0.011000169,1
0.533948791,0.440097513,0.013918561,1
0.518383486,0.455212396,0.01427786,1
0.486790978,0.486018791,0.014903639,1
0.429672501,0.542005022,0.015783791,1
0.413021546,0.558505914,0.015888152,1
0.610440007,0.366311506,0.011780567,1
0.587169515,0.38881742,0.012382387,1
0.579940339,0.39564808,0.012694015,1
0.650244481,0.327989112,0.010626541,0
0.641321489,0.336667814,0.010818455,1
0.534128932,0.439609089,0.014160585,1
0.48661623,0.48583632,0.015187095,1
0.404387282,0.566877452,0.016086859,1
0.421131595,0.550257575,0.016006063,1
0.175724115,0.801330734,0.010496277,1
0.64329949,0.334541875,0.010927452,1
0.634427778,0.343168128,0.011120625,1
0.580565344,0.394769652,0.012889139,0
0.54204172,0.431788287,0.014084747,1
0.437733002,0.533840989,0.015871774,1
0.587908928,0.387840602,0.012564315,1
0.37002924,0.600733484,0.016425898,1
0.227150332,0.746985748,0.013100482,1
0.518463376,0.4544673,0.014802995,1
0.289614736,0.681854135,0.015549801,1
0.262948198,0.709430824,0.014682971,1
0.675639607,0.303405771,0.009993427,1
0.669947443,0.308824759,0.010203158,1
0.470208125,0.501514427,0.015766577,1
0.619728812,0.35702088,0.011773661,1
0.611419588,0.36511888,0.011941735,1
0.403889885,0.566941495,0.016430754,1
0.652611476,0.325494356,0.010719608,1
0.453491677,0.517506525,0.016340006,1
0.436918116,0.533813781,0.016543549,1
0.395205812,0.575357911,0.016631218,1
0.32736524,0.643455765,0.016248205,1
0.299222523,0.671830294,0.01592714,1
0.688171293,0.291156017,0.009769289,1
0.694734893,0.284703461,0.009679026,1
0.659675092,0.318817717,0.010422869,1
0.644848209,0.332826516,0.011050837,1
0.588579914,0.386919308,0.012756363,1
0.54204172,0.431788287,0.014084747,1
0.287079713,0.684109146,0.015750838,1
0.581650882,0.393138366,0.013310227,1
0.428371203,0.542025837,0.016804764,1
0.343692507,0.626489228,0.01680934,1
0.654345862,0.323609196,0.01083048,1
0.620589252,0.355936768,0.011942282,1
0.581650882,0.393138366,0.013310227,1
0.542244145,0.431265578,0.014336246,1
0.297333725,0.673358065,0.016195885,1
0.681532858,0.297549496,0.009959036,1
0.41977446,0.550293304,0.017060062,1
0.368989916,0.600827148,0.017172178,1
0.664537225,0.313727438,0.010587634,1
0.654345862,0.323609196,0.01083048,1
0.589746941,0.3852128,0.013171115,1
0.565976591,0.408212461,0.013789168,1
0.55023602,0.423381972,0.014246613,1
0.486045241,0.485244008,0.016114218,1
0.411134243,0.558610841,0.017308345,1
0.316971335,0.65329347,0.016632384,1
0.673495191,0.30521752,0.010243379,1
0.664537225,0.313727438,0.010587634,1
0.605462887,0.370146529,0.012656075,1
0.582123477,0.392373224,0.013536484,1
0.394226403,0.575394743,0.01738167,1
0.655399612,0.32237571,0.010963542,1
0.637679071,0.339323927,0.011563119,0
0.550455004,0.422830947,0.014507317,1
0.70961777,0.270236917,0.009352461,1
0.675714633,0.302897536,0.010315576,1
0.665530606,0.312567763,0.010710327,1
0.637679071,0.339323927,0.011563119,1
0.49411169,0.477186469,0.016106703,1
0.45314776,0.517417424,0.01668677,1
0.377242929,0.592325826,0.017389382,1
0.325524069,0.644367243,0.016964246,1
0.665530606,0.312567763,0.010710327,1
0.613679687,0.362135704,0.012489692,1
0.385495834,0.583841673,0.017591876,1
0.518463235,0.453743573,0.01537678,1
0.43612151,0.53370164,0.017272038,1
0.590258444,0.384412104,0.013393942,1
0.296165053,0.674126905,0.016500679,0
0.262372204,0.709163685,0.015332751,1
0.734364075,0.246198305,0.008798154,1
0.638204782,0.338560737,0.011740706,1
0.606071906,0.369267479,0.012862039,1
0.418902021,0.550199191,0.017835877,1
0.493940095,0.476938708,0.016442384,1
0.385003688,0.583824036,0.017999061,1
0.614879809,0.360388751,0.012904964,1
0.59072957,0.383638762,0.0136272,1
0.582554393,0.391636463,0.01377344,1
0.518387149,0.453034454,0.016001912,1
0.502189555,0.469133648,0.016085462,1
0.359091766,0.609468984,0.018143815,1
0.582554393,0.391636463,0.01377344,1
0.2860597,0.683889362,0.016710926,0
0.341763473,0.626908146,0.017994074,1
0.646844606,0.330185908,0.011530507,1
0.393268965,0.575339632,0.018192128,1
0.719170796,0.260836704,0.009226328,1
0.401530391,0.566877471,0.018369145,1
0.518387149,0.453034454,0.016001912,0
0.359091766,0.609468984,0.018143815,1
0.4439198,0.525324502,0.017744451,1
0.375728728,0.592274887,0.018638435,1
0.615458919,0.359519052,0.013126042,1
0.591162665,0.382890251,0.013871101,1
0.477241303,0.492747125,0.017157662,1
0.452112735,0.517051045,0.017814701,0
0.663578875,0.313760529,0.011274939,1
0.493564067,0.476426155,0.017156254,1
0.468801608,0.500742425,0.017514364,1
0.685395695,0.293036271,0.010435954,1
0.685395695,0.293036271,0.010435954,1
0.559113478,0.413222424,0.015249028,1
0.674625985,0.303376349,0.010768881,1
0.697613836,0.281316654,0.01005045,1
0.672030143,0.30564582,0.011012906,1
0.468506509,0.500550369,0.01790806,1
0.314553911,0.653697825,0.018201708,1
0.297196276,0.671511433,0.017746526,1
0.493359653,0.476160522,0.017535291,1
0.647050504,0.329440875,0.01193149,1
0.583611215,0.389579752,0.014551211,1
0.567334116,0.405150903,0.015123388,1
0.501741002,0.468276077,0.017133132,1
0.392328031,0.575194556,0.019066288,1
0.662258434,0.314749232,0.011520616,1
0.65488179,0.321865902,0.011726725,1
0.639467991,0.336496037,0.012339026,1
0.640143201,0.335539235,0.01254876,1
0.591909886,0.381471105,0.014392327,1
0.559245209,0.412702134,0.015555977,1
0.526429728,0.444219268,0.016615439,1
0.493359653,0.476160522,0.017535291,1
0.476710816,0.4923197,0.017931141,1
0.476710816,0.4923197,0.017931141,1
0.293743844,0.673997685,0.018475932,0
0.647398097,0.328809712,0.012141443,1
0.288495827,0.679785502,0.018022478,1
0.632703373,0.342446479,0.012965374,1
0.526429728,0.444219268,0.016615439,1
0.468205845,0.500345729,0.018317507,1
0.442803773,0.524883022,0.019006409,1
0.567499159,0.404600749,0.015426803,1
0.357132167,0.60913612,0.019977631,0
0.46789893,0.500128871,0.01874304,1
0.391864914,0.5750857,0.019528706,0
0.383087306,0.583514763,0.019789989,1
0.374292199,0.591974717,0.020036991,1
0.633459275,0.341392622,0.013189881,1
0.609038836,0.364419092,0.014306215,1
0.484670896,0.483845466,0.018348512,1
0.292707251,0.67347579,0.019660174,1
0.551133122,0.419846347,0.016332283,1
0.416767326,0.549593253,0.020057275,1
0.625602139,0.348681859,0.01363916,1
0.484410076,0.483581589,0.018775025,1
0.641945112,0.333166494,0.012974448,1
0.592480231,0.380170904,0.014961042,1
0.551148805,0.419390573,0.01668324,1
0.542862963,0.427546684,0.016794896,1
0.285499525,0.680116456,0.020019206,1
0.399721845,0.566414025,0.020209077,1
0.382175823,0.583192416,0.020791722,0
0.657163275,0.318734577,0.012347269,1
0.458980809,0.507990843,0.019601001,1
0.559459704,0.411226325,0.016557104,1
0.551139567,0.418942871,0.017048537,1
0.492679111,0.475322949,0.01876596,1
0.382175823,0.583192416,0.020791722,0
0.339321662,0.625749875,0.02086533,0
0.233409724,0.734306155,0.017781098,1
0.339321662,0.625749875,0.02086533,0
0.671770535,0.304550521,0.011990792,1
0.66075786,0.314642885,0.012707975,1
0.651705703,0.323397358,0.012956769,1
0.500959958,0.467071736,0.018739912,1
0.467265357,0.499657247,0.019644726,1
0.415918471,0.54920589,0.02106932,1
0.407598298,0.557711741,0.020901189,1
0.398836353,0.566040918,0.021237365,1
0.390507621,0.574604226,0.021024313,0
0.626127175,0.347825648,0.01389207,0
0.642877446,0.33194005,0.013194863,1
0.206159581,0.763510495,0.015931155,1
0.171699421,0.800661112,0.013404503,1
0.617910062,0.355432864,0.014378648,0
0.609627931,0.363091184,0.014878526,1
0.432965614,0.532488843,0.020823239,1
0.38172906,0.582989923,0.02132124,1
0.355875266,0.608444218,0.021552926,1
0.17134692,0.800932285,0.01341135,1
0.390062801,0.574393226,0.021560956,1
0.601318468,0.370765645,0.015389604,0
0.407164181,0.557500462,0.021430679,1
0.200150854,0.769881161,0.015566078,1
0.662178746,0.312962869,0.012898979,1
0.542690741,0.42628633,0.017945589,1
0.355437466,0.608188878,0.022116275,1
0.698230711,0.278476164,0.011613303,0
0.652747173,0.322068758,0.013171111,1
0.576224547,0.394359425,0.016615375,1
0.525886754,0.442347547,0.018561737,1
0.601456226,0.370212547,0.0157146,1
0.49189564,0.474416902,0.020146877,1
0.321578606,0.642279798,0.0217333,1
0.312498843,0.651144086,0.021836523,0
0.257787894,0.708039967,0.019549181,0
0.542590776,0.425872913,0.018360117,1
0.466602721,0.499134794,0.020617101,1
0.457926699,0.507239984,0.021083241,1
0.355437466,0.608188878,0.022116275,1
0.432156445,0.532003221,0.021890547,0
0.663071517,0.311786692,0.013110609,1
0.635610431,0.337919748,0.014195209,1
0.415064824,0.548736758,0.022158841,1
0.255600527,0.709988839,0.019717549,1
0.663071517,0.311786692,0.013110609,1
0.567837192,0.401611865,0.017533427,1
0.431745574,0.531733298,0.022454315,1
0.704183096,0.272607861,0.011530454,1
0.483264472,0.482432978,0.02065328,1
0.440494473,0.52354154,0.022003329,1
0.354975076,0.607936907,0.022698579,1
0.329035128,0.633667246,0.022719877,1
0.682948323,0.292927133,0.012284451,1
0.653760642,0.320414126,0.013655388,1
0.644616575,0.328852303,0.014218949,1
0.240300582,0.726173973,0.018843879,1
0.673298009,0.30194371,0.012790868,1
0.389172645,0.573904373,0.022694622,1
0.584716758,0.385135807,0.017181772,1
0.474600858,0.490481466,0.021159621,1
0.431745574,0.531733298,0.022454315,1
0.337339008,0.624914754,0.023139928,1
0.482951907,0.482120572,0.021168612,1
0.405853167,0.556740712,0.023140242,1
0.346190756,0.61637929,0.022933332,1
0.734624005,0.243214191,0.010647851,1
0.550873105,0.417204976,0.018661599,1
0.508341071,0.457454235,0.020565565,1
0.422979394,0.539949618,0.022897248,0
0.388722751,0.573630113,0.023292735,1
0.328342547,0.63363041,0.02330934,1
0.257313295,0.707264567,0.020550344,1
0.653688187,0.320121876,0.013933176,1
0.593189837,0.376890352,0.016983709,1
0.440093207,0.523258874,0.022570513,0
0.644473152,0.328599066,0.014522753,1
0.627124225,0.344913341,0.015367552,1
0.696798996,0.279356657,0.012029921,1
0.653688187,0.320121876,0.013933176,1
0.457188774,0.506667699,0.022167227,1
0.422979394,0.539949618,0.022897248,1
0.710877768,0.265839851,0.011562667,1
0.533748072,0.4329282,0.019822166,1
0.491004777,0.473433361,0.021692318,0
0.482628375,0.481797734,0.021703136,1
0.269779627,0.693608934,0.021639363,1
0.76407517,0.214874117,0.009723145,1
0.63567528,0.336661357,0.015112681,0
0.525130401,0.440835155,0.020412784,1
0.448048178,0.514490212,0.023257023,1
0.353472317,0.607164586,0.024565539,1
0.567662026,0.400227025,0.018787441,1
0.49068307,0.473086703,0.022246673,1
0.261014512,0.702807724,0.021199093,1
0.790669892,0.18936323,0.008838108,1
0.610186221,0.3603991,0.016544948,1
0.499393985,0.465078497,0.021661215,1
0.344584213,0.615681628,0.024820991,1
0.610243092,0.359867636,0.016918031,1
0.550610581,0.416353227,0.019565709,1
0.68365538,0.291422457,0.012882434,1
0.490348912,0.472729888,0.022821518,1
0.464798424,0.497598449,0.023387585,1
0.413315418,0.547562862,0.024589717,1
0.29086799,0.670596213,0.023408909,1
0.801528146,0.178927511,0.008474968,1
0.627174656,0.343977013,0.01605434,1
0.724302619,0.252678631,0.011319158,1
0.669724604,0.304007506,0.013940782,1
0.681510611,0.293163043,0.013193368,1
0.627268681,0.343420571,0.016413673,1
0.533333892,0.432133029,0.020813001,1
0.708878122,0.267381837,0.011911819,0
0.64392387,0.327843165,0.015523079,1
0.635608829,0.335845828,0.015792512,1
0.541788425,0.423819323,0.020686075,1
0.352482388,0.606513469,0.025924704,1
0.309158345,0.650829678,0.024784128,1
0.724302619,0.252678631,0.011319158,1
0.652018749,0.320065589,0.015250037,1
0.687864203,0.286887407,0.013113007,1
0.652018749,0.320065589,0.015250037,1
0.64392387,0.327843165,0.015523079,1
0.524380692,0.439666071,0.021994372,1
0.481588587,0.480762517,0.023429945,1
0.447226785,0.513819796,0.024505595,1
0.404046014,0.555451134,0.025725862,1
0.309304043,0.649800213,0.025511637,1
0.770697986,0.208407489,0.009570984,1
0.576066111,0.391478672,0.019048365,1
0.55026319,0.415506475,0.020540249,1
0.369690649,0.589350117,0.025979013,1
0.667748732,0.305466349,0.014335198,1
0.635714548,0.335282499,0.016145654,1
0.446802992,0.513460328,0.025164335,1
0.421229338,0.538659409,0.025438873,1
0.490001585,0.472362678,0.023417891,1
0.558758805,0.407193852,0.020375547,1
0.481218402,0.480394003,0.024048501,1
0.446802992,0.513460328,0.025164335,0
0.437981153,0.521591566,0.025735671,0
0.301478075,0.6573584,0.025655826,1
0.674498669,0.299066313,0.014046889,1
0.666556923,0.30613551,0.014729653,1
